"Date","Price","Open","High","Low","Change %"
"Aug 02, 2016","6.6272","6.6421","6.6523","6.6233","-0.25"
"Aug 01, 2016","6.6439","6.6290","6.6441","6.6290","0.10"
"Jul 29, 2016","6.6373","6.6505","6.6561","6.6358","-0.27"
"Jul 28, 2016","6.6554","6.6680","6.6696","6.6530","-0.22"
"Jul 27, 2016","6.6700","6.6690","6.6748","6.6663","-0.03"
"Jul 26, 2016","6.6720","6.6785","6.6824","6.6648","-0.10"
"Jul 25, 2016","6.6785","6.6821","6.6830","6.6757","-0.01"
"Jul 22, 2016","6.6795","6.6735","6.6797","6.6668","0.06"
"Jul 21, 2016","6.6755","6.6760","6.6836","6.6680","-0.03"
"Jul 20, 2016","6.6777","6.6931","6.6949","6.6701","-0.28"
"Jul 19, 2016","6.6963","6.7013","6.7045","6.6888","-0.12"
"Jul 18, 2016","6.7045","6.6900","6.7066","6.6900","0.24"
"Jul 15, 2016","6.6887","6.6795","6.6887","6.6792","0.08"
"Jul 14, 2016","6.6836","6.6840","6.6917","6.6801","-0.04"
"Jul 13, 2016","6.6863","6.6790","6.6955","6.6780","-0.03"
"Jul 12, 2016","6.6885","6.6880","6.6946","6.6810","-0.08"
"Jul 11, 2016","6.6939","6.6850","6.6939","6.6840","0.09"
"Jul 08, 2016","6.6881","6.6848","6.6892","6.6795","0.11"
"Jul 07, 2016","6.6810","6.6850","6.6898","6.6780","-0.18"
"Jul 06, 2016","6.6930","6.6825","6.6977","6.6810","0.20"
"Jul 05, 2016","6.6796","6.6625","6.6799","6.6625","0.21"
"Jul 04, 2016","6.6653","6.6542","6.6688","6.6505","0.14"
"Jul 01, 2016","6.6557","6.6459","6.6623","6.6459","0.12"
"Jun 30, 2016","6.6480","6.6350","6.6563","6.6350","0.17"
"Jun 29, 2016","6.6367","6.6450","6.6557","6.6330","-0.17"
"Jun 28, 2016","6.6481","6.6480","6.6559","6.6414","-0.05"
"Jun 27, 2016","6.6516","6.6355","6.6544","6.6315","0.45"
"Jun 24, 2016","6.6218","6.5800","6.6313","6.5800","0.68"
"Jun 23, 2016","6.5772","6.5730","6.5857","6.5675","-0.00"
"Jun 22, 2016","6.5775","6.5899","6.5954","6.5700","-0.19"
"Jun 21, 2016","6.5903","6.5730","6.5910","6.5720","0.20"
"Jun 20, 2016","6.5770","6.5826","6.5829","6.5721","-0.17"
"Jun 17, 2016","6.5884","6.5899","6.5960","6.5782","-0.05"
"Jun 16, 2016","6.5920","6.5785","6.5930","6.5700","0.15"
"Jun 15, 2016","6.5818","6.6027","6.6076","6.5778","-0.22"
"Jun 14, 2016","6.5965","6.5788","6.5981","6.5788","0.16"
"Jun 13, 2016","6.5857","6.5590","6.5926","6.5590","0.36"
"Jun 10, 2016","6.5619","6.5590","6.5619","6.5590","0.00"
"Jun 09, 2016","6.5619","6.5590","6.5619","6.5590","-0.01"
"Jun 08, 2016","6.5625","6.5708","6.5739","6.5588","-0.14"
"Jun 07, 2016","6.5715","6.5648","6.5739","6.5648","0.12"
"Jun 06, 2016","6.5637","6.5523","6.5689","6.5523","-0.02"
"Jun 03, 2016","6.5648","6.5815","6.5883","6.5638","-0.30"
"Jun 02, 2016","6.5845","6.5742","6.5865","6.5739","0.14"
"Jun 01, 2016","6.5751","6.5837","6.5944","6.5743","-0.12"
"May 31, 2016","6.5829","6.5799","6.5889","6.5720","-0.00"
"May 30, 2016","6.5832","6.5777","6.5847","6.5739","0.30"
"May 27, 2016","6.5633","6.5530","6.5665","6.5526","0.10"
"May 26, 2016","6.5570","6.5568","6.5644","6.5495","0.04"
"May 25, 2016","6.5541","6.5591","6.5650","6.5538","-0.05"
"May 24, 2016","6.5572","6.5496","6.5592","6.5488","0.02"
"May 23, 2016","6.5557","6.5418","6.5599","6.5400","0.10"
"May 20, 2016","6.5490","6.5458","6.5490","6.5380","0.03"
"May 19, 2016","6.5470","6.5425","6.5507","6.5378","0.13"
"May 18, 2016","6.5388","6.5235","6.5406","6.5235","0.28"
"May 17, 2016","6.5204","6.5188","6.5309","6.5156","-0.01"
"May 16, 2016","6.5212","6.5260","6.5332","6.5168","-0.17"
"May 13, 2016","6.5320","6.5146","6.5343","6.5146","0.23"
"May 12, 2016","6.5168","6.4946","6.5213","6.4946","0.38"
"May 11, 2016","6.4920","6.5178","6.5188","6.4910","-0.40"
"May 10, 2016","6.5183","6.5140","6.5266","6.5126","0.02"
"May 09, 2016","6.5169","6.4950","6.5184","6.4950","0.26"
"May 06, 2016","6.5001","6.5038","6.5105","6.4955","-0.05"
"May 05, 2016","6.5034","6.5008","6.5095","6.4980","0.13"
"May 04, 2016","6.4947","6.4913","6.5066","6.4912","0.05"
"May 03, 2016","6.4917","6.4720","6.4917","6.4697","0.27"
"May 02, 2016","6.4741","6.4738","6.4741","6.4738","0.00"
"Apr 29, 2016","6.4741","6.4735","6.4882","6.4619","-0.03"
"Apr 28, 2016","6.4759","6.4966","6.5047","6.4732","-0.29"
"Apr 27, 2016","6.4950","6.4870","6.4972","6.4865","0.02"
"Apr 26, 2016","6.4935","6.4866","6.4999","6.4866","0.01"
"Apr 25, 2016","6.4930","6.5059","6.5115","6.4898","-0.12"
"Apr 22, 2016","6.5009","6.4821","6.5009","6.4775","0.29"
"Apr 21, 2016","6.4819","6.4801","6.4856","6.4706","0.17"
"Apr 20, 2016","6.4708","6.4596","6.4733","6.4596","0.20"
"Apr 19, 2016","6.4581","6.4746","6.4781","6.4571","-0.26"
"Apr 18, 2016","6.4752","6.4768","6.4855","6.4717","-0.01"
"Apr 15, 2016","6.4756","6.4800","6.4901","6.4675","-0.11"
"Apr 14, 2016","6.4826","6.4841","6.4898","6.4762","0.06"
"Apr 13, 2016","6.4784","6.4615","6.4784","6.4600","0.20"
"Apr 12, 2016","6.4656","6.4597","6.4726","6.4555","0.09"
"Apr 11, 2016","6.4595","6.4616","6.4745","6.4550","-0.10"
"Apr 08, 2016","6.4658","6.4731","6.4827","6.4628","0.04"
"Apr 07, 2016","6.4630","6.4754","6.4790","6.4599","-0.28"
"Apr 06, 2016","6.4809","6.4754","6.4901","6.4742","0.06"
"Apr 05, 2016","6.4772","6.4672","6.4786","6.4650","-0.02"
"Apr 04, 2016","6.4786","6.4776","6.4786","6.4776","0.00"
"Apr 01, 2016","6.4786","6.4594","6.4802","6.4594","0.46"
"Mar 31, 2016","6.4490","6.4660","6.4690","6.4470","-0.25"
"Mar 30, 2016","6.4650","6.5065","6.5068","6.4648","-0.64"
"Mar 29, 2016","6.5066","6.5079","6.5117","6.5060","-0.01"
"Mar 28, 2016","6.5075","6.5171","6.5214","6.5049","-0.13"
"Mar 25, 2016","6.5160","6.5146","6.5231","6.5086","0.02"
"Mar 24, 2016","6.5146","6.5092","6.5191","6.5060","0.13"
"Mar 23, 2016","6.5062","6.4880","6.5088","6.4837","0.25"
"Mar 22, 2016","6.4901","6.4952","6.5000","6.4840","0.08"
"Mar 21, 2016","6.4846","6.4799","6.4897","6.4755","0.20"
"Mar 18, 2016","6.4716","6.4728","6.4858","6.4595","-0.05"
"Mar 17, 2016","6.4750","6.4961","6.5003","6.4720","-0.72"
"Mar 16, 2016","6.5220","6.5108","6.5260","6.5108","0.12"
"Mar 15, 2016","6.5145","6.4978","6.5185","6.4978","0.22"
"Mar 14, 2016","6.5000","6.4915","6.5020","6.4899","0.07"
"Mar 11, 2016","6.4953","6.5070","6.5083","6.4850","-0.20"
"Mar 10, 2016","6.5085","6.5130","6.5244","6.5065","-0.07"
"Mar 09, 2016","6.5130","6.5070","6.5176","6.5070","0.13"
"Mar 08, 2016","6.5047","6.5158","6.5161","6.5005","-0.19"
"Mar 07, 2016","6.5168","6.5066","6.5203","6.5040","0.14"
"Mar 04, 2016","6.5080","6.5285","6.5324","6.5035","-0.36"
"Mar 03, 2016","6.5314","6.5499","6.5502","6.5312","-0.30"
"Mar 02, 2016","6.5510","6.5520","6.5543","6.5486","-0.02"
"Mar 01, 2016","6.5521","6.5438","6.5542","6.5389","-0.03"
"Feb 29, 2016","6.5540","6.5462","6.5550","6.5452","0.21"
"Feb 26, 2016","6.5404","6.5284","6.5414","6.5284","0.11"
"Feb 25, 2016","6.5335","6.5321","6.5355","6.5295","0.03"
"Feb 24, 2016","6.5317","6.5295","6.5397","6.5284","0.07"
"Feb 23, 2016","6.5271","6.5280","6.5299","6.5245","0.08"
"Feb 22, 2016","6.5218","6.5165","6.5238","6.5157","-0.01"
"Feb 19, 2016","6.5224","6.5180","6.5237","6.5150","0.06"
"Feb 18, 2016","6.5188","6.5217","6.5242","6.5136","-0.14"
"Feb 17, 2016","6.5282","6.5245","6.5293","6.5217","0.17"
"Feb 16, 2016","6.5169","6.4996","6.5193","6.4991","0.32"
"Feb 15, 2016","6.4962","6.5285","6.5309","6.4870","-1.18"
"Feb 12, 2016","6.5739","6.5710","6.5739","6.5710","0.00"
"Feb 11, 2016","6.5739","6.5710","6.5739","6.5710","0.00"
"Feb 10, 2016","6.5739","6.5710","6.5739","6.5710","0.00"
